epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
95,4387.29,0.35165,0.35121,0.24629,0.00153,0.13671,0.96622,0.96292,0.97859,0.95685,0.96651,0.9625,0.97391,0.86115,0.25822,0.325,0.21335,0.00169,0,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694
96,4433.09,0.35465,0.34961,0.24675,0.00154,0.13965,0.96316,0.96618,0.9787,0.95877,0.96316,0.96618,0.9737,0.86089,0.25234,0.32325,0.20944,0.00171,0,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
97,4479.07,0.35567,0.34901,0.25358,0.00157,0.14156,0.96467,0.96489,0.9788,0.95951,0.96486,0.96468,0.97344,0.86112,0.24993,0.32497,0.21181,0.00173,0,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496
98,4524.99,0.35901,0.3577,0.25225,0.00155,0.13964,0.96481,0.96244,0.97887,0.95814,0.96481,0.96244,0.97399,0.86086,0.25295,0.32688,0.21143,0.0017,0,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397
99,4570.81,0.36069,0.35668,0.25095,0.00155,0.14102,0.96095,0.96531,0.97757,0.95741,0.96095,0.96531,0.97333,0.85617,0.2534,0.32559,0.21473,0.00172,0,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
100,4616.82,0.35129,0.34326,0.25308,0.00153,0.13825,0.96436,0.96175,0.97671,0.95711,0.96436,0.96175,0.97229,0.85779,0.25258,0.33091,0.21916,0.00168,0,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199
101,4662.82,0.35616,0.34691,0.25025,0.00153,0.13686,0.9607,0.96118,0.97597,0.95751,0.9607,0.96118,0.97228,0.85853,0.2516,0.32126,0.21601,0.00179,0,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
102,4708.78,0.35645,0.3457,0.2511,0.00153,0.13885,0.96325,0.96304,0.97657,0.9572,0.96304,0.96283,0.97308,0.86113,0.25215,0.33057,0.21693,0.00169,0,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001
103,4754.63,0.35609,0.34505,0.2525,0.00153,0.141,0.96417,0.96382,0.97817,0.95881,0.96402,0.96352,0.97406,0.85804,0.24901,0.32497,0.21721,0.00166,0,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
104,4800.67,0.35372,0.34937,0.24918,0.00153,0.14544,0.96233,0.96401,0.97808,0.95807,0.96212,0.9638,0.97391,0.85997,0.24996,0.32136,0.21205,0.00168,0,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803
105,4846.45,0.3525,0.34729,0.25171,0.00154,0.13701,0.96183,0.9657,0.97746,0.95825,0.96138,0.96525,0.97369,0.85602,0.24935,0.33062,0.21922,0.00165,0,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
106,4892.43,0.35628,0.34958,0.24784,0.00153,0.13948,0.96234,0.96482,0.97654,0.95841,0.96264,0.96463,0.97313,0.85575,0.24749,0.32332,0.22124,0.00163,0,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
107,4938.22,0.3539,0.34822,0.25159,0.00154,0.13652,0.96053,0.96483,0.97579,0.95616,0.96034,0.96464,0.97238,0.85955,0.25161,0.32304,0.21973,0.00168,0,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
108,4984,0.3472,0.35103,0.24766,0.0015,0.14273,0.96847,0.96548,0.97732,0.95912,0.96847,0.96548,0.97377,0.85764,0.24352,0.31728,0.21448,0.00163,0,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
109,5029.95,0.35054,0.34467,0.2406,0.00151,0.13788,0.96496,0.96055,0.97688,0.9583,0.96496,0.96055,0.97391,0.85885,0.24896,0.32242,0.21932,0.00165,0,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
110,5075.81,0.34821,0.34621,0.24614,0.0015,0.13692,0.96598,0.96185,0.97735,0.95805,0.96575,0.96162,0.97325,0.85597,0.25017,0.32032,0.21908,0.00168,0,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
111,5121.59,0.34658,0.33657,0.24531,0.00149,0.14006,0.96397,0.96084,0.97679,0.9588,0.96397,0.96084,0.97354,0.85774,0.25112,0.32031,0.22328,0.0017,0,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
112,5167.5,0.34427,0.33782,0.23967,0.00148,0.13627,0.96418,0.96411,0.97721,0.95883,0.96418,0.96411,0.97362,0.85688,0.24978,0.32006,0.21597,0.00171,0,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
113,5213.32,0.35512,0.34755,0.24486,0.00152,0.14084,0.96215,0.9642,0.97803,0.95939,0.96215,0.9642,0.97373,0.85796,0.24694,0.32007,0.2123,0.00168,0,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
114,5259.17,0.34838,0.33493,0.23906,0.00151,0.13183,0.96378,0.96245,0.97696,0.95826,0.96402,0.96184,0.97325,0.85609,0.2497,0.32467,0.21722,0.00169,0,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
115,5305.18,0.34443,0.34161,0.2392,0.00148,0.13675,0.96297,0.95841,0.97602,0.95728,0.96297,0.95841,0.97226,0.85766,0.24991,0.32509,0.22371,0.00171,0,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
116,5351.09,0.34453,0.33876,0.23892,0.00149,0.13775,0.96755,0.96243,0.97708,0.95873,0.96755,0.96243,0.97405,0.86008,0.25004,0.32473,0.22157,0.00169,0,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
117,5396.85,0.34784,0.33411,0.23949,0.0015,0.13189,0.96176,0.96657,0.97461,0.95524,0.96176,0.96657,0.97079,0.85518,0.24962,0.31878,0.21703,0.00171,0,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
118,5442.79,0.34772,0.34695,0.24301,0.00152,0.13959,0.9637,0.96619,0.97843,0.9582,0.9637,0.96619,0.97454,0.86182,0.25051,0.31646,0.21418,0.0017,0,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417
119,5488.72,0.34007,0.33862,0.22894,0.00145,0.13129,0.95889,0.96773,0.97753,0.95976,0.95876,0.96704,0.97372,0.86117,0.24552,0.31718,0.21822,0.00163,0,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
120,5534.5,0.34583,0.34587,0.23675,0.0015,0.13252,0.96637,0.96268,0.97844,0.96047,0.96649,0.96249,0.97491,0.8637,0.24646,0.31749,0.2209,0.00164,0,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219
121,5580.56,0.34674,0.33404,0.23384,0.00148,0.13313,0.96409,0.96436,0.97841,0.96051,0.96409,0.96436,0.97469,0.8599,0.2474,0.32085,0.21934,0.00167,0,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
122,5626.51,0.34281,0.33339,0.2404,0.00146,0.13239,0.96326,0.96596,0.97803,0.95923,0.96289,0.96558,0.97438,0.8617,0.24508,0.32185,0.21928,0.00167,0,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021
123,5672.36,0.3533,0.33244,0.24399,0.00153,0.13358,0.96224,0.96439,0.97651,0.95853,0.96224,0.96439,0.97412,0.85952,0.25028,0.32299,0.22636,0.00171,0,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
124,5718.36,0.34175,0.33476,0.24115,0.00149,0.13564,0.96234,0.9631,0.977,0.95895,0.96234,0.9631,0.97328,0.86019,0.24708,0.32504,0.22018,0.00169,0,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823
125,5764.27,0.346,0.34817,0.24158,0.00149,0.14073,0.96444,0.96699,0.9763,0.95907,0.96444,0.96699,0.97261,0.85859,0.24258,0.32069,0.21808,0.00162,0,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
126,5810.03,0.33513,0.32887,0.23374,0.00146,0.13701,0.96522,0.96659,0.97733,0.95961,0.96522,0.96659,0.97453,0.86072,0.24443,0.31847,0.21636,0.00164,0,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
127,5855.92,0.33828,0.32664,0.23013,0.00146,0.131,0.96551,0.96283,0.9773,0.95987,0.96551,0.96283,0.97489,0.8563,0.24744,0.31905,0.21822,0.00173,0,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
128,5901.82,0.34387,0.34625,0.24293,0.00148,0.13501,0.96264,0.96449,0.97714,0.95919,0.96264,0.96449,0.97443,0.85951,0.24701,0.31633,0.21632,0.00169,0,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427,0.0262281,0.0087427
129,5947.63,0.34015,0.34133,0.22947,0.00145,0.12693,0.9679,0.9629,0.97778,0.95903,0.9679,0.9629,0.97471,0.86002,0.24713,0.3156,0.21705,0.00165,0,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
130,5993.56,0.33692,0.32443,0.23346,0.00147,0.13148,0.9646,0.96411,0.97667,0.95959,0.9646,0.96411,0.97311,0.85724,0.24383,0.32176,0.21426,0.00164,0,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229
131,6039.43,0.3428,0.32662,0.23152,0.00146,0.13376,0.96621,0.96229,0.97853,0.96161,0.96621,0.96229,0.97558,0.86068,0.24351,0.32239,0.21712,0.00169,0,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
132,6085.24,0.34375,0.34513,0.2407,0.00148,0.14109,0.95902,0.96639,0.97647,0.95864,0.95954,0.96606,0.97334,0.86001,0.24904,0.3189,0.21832,0.00172,0,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031
133,6131.17,0.33739,0.33416,0.23624,0.00144,0.1354,0.95898,0.96711,0.97639,0.95891,0.95898,0.96711,0.97362,0.86073,0.2479,0.31946,0.22106,0.00172,0,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
134,6177.14,0.3409,0.33775,0.23776,0.00147,0.1296,0.96407,0.9598,0.97624,0.95831,0.96407,0.9598,0.97342,0.85846,0.2448,0.31651,0.22629,0.00167,0,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833
135,6222.93,0.34132,0.33709,0.23507,0.00146,0.13449,0.95847,0.96473,0.97687,0.9604,0.95847,0.96473,0.97428,0.86553,0.24587,0.31678,0.22699,0.00167,0,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
136,6269.04,0.3407,0.3362,0.23892,0.00145,0.13462,0.96168,0.96171,0.97851,0.96224,0.96168,0.96171,0.97519,0.86092,0.24422,0.32034,0.22036,0.00163,0,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
137,6314.86,0.34131,0.3345,0.23213,0.00149,0.13027,0.96538,0.95845,0.97783,0.96109,0.96538,0.95845,0.97496,0.86215,0.24466,0.31697,0.22499,0.00166,0,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
138,6360.76,0.3414,0.33767,0.2337,0.00145,0.14015,0.95705,0.96895,0.97741,0.96048,0.95684,0.96874,0.97417,0.86283,0.24268,0.31685,0.22007,0.00163,0,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437
139,6406.67,0.33584,0.32847,0.22775,0.00144,0.13191,0.96182,0.96551,0.97625,0.95893,0.96182,0.96551,0.97395,0.85944,0.24656,0.31789,0.22272,0.00167,0,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
140,6452.56,0.33913,0.3398,0.23137,0.00145,0.12613,0.95878,0.9644,0.97497,0.95843,0.95878,0.9644,0.97253,0.85846,0.24398,0.31602,0.22914,0.00166,0,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239
141,6498.47,0.33495,0.3272,0.22885,0.00145,0.13034,0.95726,0.96584,0.97593,0.95807,0.95726,0.96584,0.97288,0.86024,0.24626,0.3147,0.22522,0.00166,0,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
142,6544.41,0.33985,0.33332,0.23066,0.00145,0.13101,0.96126,0.96483,0.97549,0.95772,0.96126,0.96483,0.97303,0.86234,0.24747,0.31663,0.22345,0.00168,0,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041
143,6590.46,0.34039,0.33331,0.23098,0.00145,0.12865,0.96093,0.96559,0.97578,0.95908,0.9607,0.96536,0.97263,0.85988,0.24698,0.31867,0.21679,0.00173,0,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
144,6636.3,0.33426,0.32272,0.22698,0.00142,0.1315,0.95983,0.96434,0.9765,0.9591,0.96001,0.96355,0.9736,0.8601,0.2437,0.31588,0.22236,0.00168,0,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843
145,6682.26,0.33257,0.32525,0.2242,0.00144,0.12615,0.95892,0.96231,0.97589,0.95982,0.95892,0.96231,0.97319,0.85753,0.24133,0.31636,0.22445,0.00167,0,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
146,6728.19,0.33446,0.33372,0.22621,0.00141,0.12896,0.95658,0.96421,0.97341,0.9572,0.95658,0.96421,0.97134,0.85755,0.24217,0.32029,0.2302,0.00166,0,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
147,6773.93,0.3359,0.33178,0.23348,0.00144,0.13083,0.95819,0.96551,0.97509,0.95869,0.95837,0.96532,0.97256,0.85801,0.24348,0.31611,0.22606,0.00169,0,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
148,6819.9,0.33798,0.32769,0.22606,0.00142,0.13049,0.95942,0.95958,0.97621,0.95918,0.95942,0.95958,0.9737,0.86031,0.24315,0.31489,0.2272,0.00165,0,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447
149,6865.89,0.3331,0.33538,0.22398,0.0014,0.12874,0.96217,0.96418,0.97805,0.96037,0.96217,0.96418,0.9754,0.86465,0.24678,0.3196,0.22282,0.0017,0,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
150,6911.71,0.33579,0.32928,0.22701,0.00144,0.12577,0.96074,0.9641,0.97709,0.95957,0.96074,0.9641,0.97353,0.86358,0.24684,0.31617,0.22237,0.00169,0,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249
151,6957.64,0.33616,0.33275,0.22901,0.00144,0.13217,0.9594,0.96603,0.97642,0.95986,0.9594,0.96603,0.97382,0.86065,0.24481,0.31773,0.22643,0.00171,0,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
152,7003.4,0.3297,0.31915,0.22451,0.0014,0.1293,0.95733,0.96744,0.97703,0.9599,0.95733,0.96744,0.97416,0.86611,0.24443,0.31478,0.22114,0.00169,0,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051
153,7049.53,0.33205,0.32342,0.22158,0.00144,0.12839,0.96018,0.96741,0.97572,0.95765,0.96018,0.96741,0.97263,0.86554,0.24739,0.32026,0.22274,0.00172,0,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
154,7095.56,0.33563,0.33511,0.22308,0.00143,0.13457,0.96242,0.96465,0.97579,0.95973,0.96248,0.96459,0.97289,0.86142,0.24348,0.31798,0.22234,0.00169,0,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853
155,7141.55,0.33077,0.32767,0.2225,0.00139,0.12891,0.96235,0.96419,0.97616,0.95957,0.96235,0.96419,0.97336,0.85955,0.24382,0.31971,0.22452,0.00169,0,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
156,7187.34,0.33206,0.32497,0.22359,0.00142,0.13146,0.95963,0.9638,0.97536,0.95895,0.95963,0.9638,0.97247,0.86365,0.24271,0.31658,0.22646,0.00166,0,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
157,7233.29,0.33097,0.33062,0.22858,0.00143,0.13203,0.96222,0.96221,0.97361,0.9574,0.96222,0.96221,0.97166,0.86271,0.24352,0.31476,0.23083,0.00166,0,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
158,7279.23,0.32809,0.31998,0.21956,0.00141,0.1264,0.96424,0.95792,0.97414,0.95808,0.96424,0.95792,0.97161,0.86103,0.24189,0.31583,0.2347,0.00166,0,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457
159,7325.12,0.32962,0.31905,0.21987,0.00142,0.12871,0.95992,0.96466,0.97589,0.95916,0.95992,0.96466,0.97291,0.86414,0.24329,0.31568,0.22812,0.00165,0,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
160,7370.96,0.33079,0.32431,0.21828,0.0014,0.12308,0.96444,0.96317,0.97548,0.96009,0.96444,0.96317,0.97283,0.86416,0.24247,0.31876,0.22654,0.00166,0,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259
161,7416.76,0.32646,0.31735,0.21577,0.00138,0.12275,0.96335,0.96291,0.97444,0.95861,0.96335,0.96291,0.97224,0.86191,0.24154,0.31771,0.23046,0.00165,0,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
162,7463.49,0.32804,0.32528,0.21954,0.00139,0.12875,0.96041,0.96531,0.97468,0.95898,0.96041,0.96531,0.97271,0.86367,0.24002,0.32079,0.2329,0.00163,0,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061
163,7509.52,0.33058,0.32996,0.22153,0.00142,0.13212,0.96098,0.96303,0.97476,0.95845,0.96098,0.96303,0.97232,0.86246,0.24069,0.32091,0.22738,0.00166,0,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
164,7555.33,0.32394,0.32057,0.21484,0.00138,0.1198,0.95867,0.96374,0.97548,0.95967,0.95902,0.96318,0.97253,0.86283,0.24034,0.3222,0.22491,0.00167,0,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863
165,7601.25,0.32294,0.31708,0.21511,0.00139,0.12823,0.96032,0.95927,0.9746,0.95925,0.96032,0.95927,0.97201,0.86072,0.24085,0.32433,0.23319,0.00166,0,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
166,7647.17,0.32628,0.32558,0.21819,0.00142,0.12971,0.96246,0.96354,0.97644,0.96101,0.96257,0.9635,0.97391,0.86237,0.24216,0.32023,0.23116,0.00168,0,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
167,7693.18,0.3271,0.31421,0.21834,0.0014,0.12683,0.9599,0.96633,0.97515,0.96004,0.96,0.96578,0.97191,0.86141,0.24071,0.31394,0.22531,0.00166,0,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
168,7739.05,0.33319,0.32513,0.21885,0.00142,0.12533,0.96342,0.96053,0.97376,0.95817,0.964,0.96003,0.97047,0.86167,0.24105,0.31444,0.22885,0.00166,0,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467
169,7784.95,0.32813,0.32207,0.21689,0.0014,0.12714,0.96452,0.96006,0.97289,0.95762,0.96433,0.95987,0.97032,0.85993,0.23876,0.31505,0.23053,0.00164,0,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
170,7830.92,0.32698,0.31771,0.21413,0.00141,0.12674,0.95792,0.95889,0.97236,0.9561,0.95783,0.9586,0.96961,0.85991,0.23966,0.31711,0.2344,0.00164,0,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269
171,7876.76,0.32586,0.3213,0.21169,0.00136,0.1202,0.96152,0.96379,0.97461,0.95911,0.96125,0.96342,0.97183,0.85943,0.23727,0.31522,0.23058,0.0016,0,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
172,7922.72,0.32372,0.31837,0.21104,0.00138,0.11936,0.96075,0.96305,0.97408,0.95855,0.96029,0.96259,0.97141,0.86109,0.23823,0.31816,0.23579,0.00159,0,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071
173,7968.52,0.3251,0.32065,0.21102,0.00137,0.12469,0.95958,0.96043,0.97314,0.95739,0.95958,0.96043,0.97039,0.86155,0.24442,0.31793,0.23743,0.00167,0,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
174,8014.47,0.32497,0.3202,0.20938,0.00138,0.12464,0.96242,0.96167,0.9746,0.95894,0.96245,0.96152,0.97134,0.86323,0.24328,0.31762,0.23116,0.00168,0,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873
175,8060.3,0.32814,0.31839,0.21171,0.0014,0.12225,0.96025,0.95888,0.9742,0.95811,0.96025,0.95888,0.97099,0.8599,0.24189,0.31485,0.23902,0.00162,0,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
176,8106.16,0.32722,0.31345,0.21159,0.00139,0.12203,0.95848,0.9589,0.97475,0.95896,0.95848,0.9589,0.9715,0.86252,0.24001,0.31353,0.23539,0.00162,0,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
177,8152.18,0.32094,0.31324,0.2087,0.00137,0.11646,0.96291,0.95659,0.97441,0.95798,0.96291,0.95659,0.97124,0.86139,0.24063,0.31646,0.23498,0.00165,0,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
178,8198.18,0.32752,0.3215,0.21966,0.00138,0.1302,0.95657,0.96423,0.9744,0.95777,0.95771,0.96283,0.97132,0.86342,0.24155,0.31602,0.2324,0.00166,0,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477
179,8244.03,0.32431,0.31237,0.21669,0.00137,0.12304,0.96023,0.96601,0.97361,0.95753,0.96014,0.96501,0.97098,0.86138,0.24098,0.31369,0.23774,0.00165,0,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
180,8289.93,0.32624,0.32485,0.21317,0.00138,0.12858,0.95545,0.96402,0.97265,0.95629,0.95505,0.96363,0.97014,0.85973,0.24106,0.31318,0.23936,0.00166,0,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279
181,8335.87,0.32189,0.32,0.21336,0.00136,0.1317,0.95601,0.96458,0.97269,0.95668,0.95589,0.96383,0.97017,0.86044,0.24123,0.31317,0.23557,0.00169,0,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
182,8381.86,0.32164,0.31704,0.20819,0.00137,0.11753,0.95958,0.96308,0.97172,0.95514,0.95918,0.96268,0.96903,0.85887,0.2415,0.31351,0.23456,0.00169,0,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081
183,8427.65,0.32509,0.32095,0.21405,0.00136,0.12626,0.96256,0.96236,0.97131,0.95457,0.96256,0.96202,0.96894,0.85927,0.24042,0.31518,0.2354,0.00166,0,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
184,8473.58,0.32371,0.32688,0.2132,0.00137,0.12522,0.96257,0.95969,0.97263,0.95697,0.96242,0.95936,0.97062,0.86118,0.24073,0.31394,0.23528,0.00166,0,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883
185,8519.37,0.3248,0.32298,0.20935,0.00136,0.12443,0.95883,0.96054,0.97307,0.95711,0.95862,0.96033,0.97056,0.8612,0.24091,0.31322,0.2364,0.00166,0,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
186,8565.34,0.32416,0.31925,0.21296,0.00136,0.12331,0.95999,0.96228,0.97188,0.95611,0.961,0.96146,0.96942,0.86073,0.2382,0.31616,0.23422,0.00163,0,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
187,8611.23,0.3216,0.32553,0.20779,0.00138,0.12265,0.96475,0.95506,0.97122,0.95583,0.96475,0.95506,0.96884,0.85969,0.23934,0.31827,0.23514,0.00166,0,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
188,8657.04,0.32654,0.32287,0.22197,0.0014,0.12992,0.9615,0.95954,0.97179,0.95648,0.96129,0.95933,0.96902,0.85958,0.23993,0.31438,0.23431,0.00166,0,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487
189,8702.95,0.32195,0.31336,0.20459,0.00138,0.11959,0.96046,0.96063,0.97163,0.95602,0.96025,0.96042,0.96892,0.85966,0.23893,0.31484,0.23862,0.00164,0,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
190,8748.85,0.31977,0.316,0.20626,0.00136,0.12302,0.96204,0.95815,0.97007,0.95459,0.96204,0.95815,0.96763,0.85861,0.23918,0.31656,0.24102,0.00164,0,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289
191,8794.73,0.32055,0.31591,0.20836,0.00138,0.11974,0.9593,0.95937,0.97193,0.95584,0.9593,0.95937,0.96974,0.85949,0.23892,0.31581,0.24019,0.00163,0,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
